charged_moves,elite_charged_moves,elite_fast_moves,fast_moves,form,pokemon_name
"['Air Cutter', 'Ominous Wind', 'Silver Wind', 'Bubble Beam', 'Lunge']",[],[],"['Infestation', 'Air Slash']",Normal,Masquerain
"['Seed Bomb', 'Grass Knot', 'Energy Ball']",[],[],"['Tackle', 'Bullet Seed']",Normal,Shroomish
"['Dynamic Punch', 'Seed Bomb', 'Sludge Bomb']",['Grass Knot'],[],"['Counter', 'Bullet Seed', 'Force Palm']",Normal,Breloom
"['Body Slam', 'Night Slash', 'Brick Break']",[],[],['Yawn'],Normal,Slakoth
"['Body Slam', 'Bulldoze', 'Brick Break', 'Rock Slide']",[],[],"['Scratch', 'Counter']",Normal,Vigoroth
"['Hyper Beam', 'Play Rough', 'Earthquake']",['Body Slam'],[],['Yawn'],Normal,Slaking
"['Night Slash', 'Bug Buzz', 'Aerial Ace']",[],[],"['Scratch', 'Bug Bite']",Normal,Nincada
"['Shadow Ball', 'Bug Buzz', 'Aerial Ace']",[],[],"['Fury Cutter', 'Metal Claw']",Normal,Ninjask
"['Shadow Sneak', 'Aerial Ace', 'Dig']",[],['Struggle Bug'],"['Bug Bite', 'Shadow Claw']",Normal,Shedinja
"['Stomp', 'Disarming Voice', 'Flamethrower']",[],[],"['Pound', 'Astonish']",Normal,Whismur
"['Stomp', 'Disarming Voice', 'Flamethrower']",[],[],"['Bite', 'Rock Smash']",Normal,Loudred
"['Crunch', 'Disarming Voice', 'Fire Blast', 'Boomburst']",[],[],"['Bite', 'Astonish']",Normal,Exploud
"['Heavy Slam', 'Low Sweep', 'Cross Chop']",[],[],"['Rock Smash', 'Tackle']",Normal,Makuhita
"['Heavy Slam', 'Close Combat', 'Dynamic Punch', 'Super Power']",[],[],"['Counter', 'Bullet Punch', 'Force Palm']",Normal,Hariyama
"['Bubble Beam', 'Ice Beam', 'Body Slam']",[],[],"['Splash', 'Bubble']",Normal,Azurill
"['Rock Blast', 'Rock Slide', 'Thunderbolt']",[],[],"['Rock Throw', 'Spark']",Normal,Nosepass
"['Dig', 'Disarming Voice', 'Wild Charge']",[],[],"['Feint Attack', 'Tackle']",Normal,Skitty
"['Play Rough', 'Disarming Voice', 'Wild Charge']",[],[],"['Feint Attack', 'Zen Headbutt', 'Charm']",Normal,Delcatty
"['Power Gem', 'Foul Play', 'Shadow Sneak']",[],[],"['Shadow Claw', 'Feint Attack']",Costume_2020,Sableye
"['Power Gem', 'Foul Play', 'Shadow Sneak']",[],[],"['Shadow Claw', 'Feint Attack']",Normal,Sableye
"['Play Rough', 'Vice Grip', 'Iron Head', 'Power Up Punch']",[],[],"['Bite', 'Astonish', 'Ice Fang', 'Fire Fang', 'Fairy Wind']",Normal,Mawile
"['Iron Head', 'Rock Tomb', 'Body Slam']",[],[],"['Tackle', 'Metal Claw']",Normal,Aron
"['Body Slam', 'Rock Slide', 'Heavy Slam', 'Rock Tomb']",[],[],"['Metal Claw', 'Iron Tail']",Normal,Lairon
"['Thunder', 'Stone Edge', 'Heavy Slam', 'Rock Tomb', 'Meteor Beam']",[],[],"['Dragon Tail', 'Iron Tail', 'Smack Down']",Normal,Aggron
"['Ice Punch', 'Psyshock', 'Low Sweep']",[],[],"['Confusion', 'Rock Smash']",Normal,Meditite
"['Ice Punch', 'Psychic', 'Dynamic Punch', 'Power Up Punch']",[],[],"['Psycho Cut', 'Counter']",Normal,Medicham
"['Thunderbolt', 'Discharge', 'Swift']",[],[],"['Quick Attack', 'Spark']",Normal,Electrike
"['Thunder', 'Wild Charge', 'Flame Burst', 'Overheat', 'Psychic Fangs']",[],[],"['Snarl', 'Charge Beam', 'Thunder Fang']",Normal,Manectric
"['Thunderbolt', 'Discharge', 'Swift', 'Grass Knot']",[],[],"['Spark', 'Quick Attack']",Normal,Plusle
"['Thunderbolt', 'Discharge', 'Swift', 'Grass Knot']",[],[],"['Spark', 'Quick Attack']",Normal,Minun
"['Signal Beam', 'Bug Buzz', 'Thunderbolt']",[],[],"['Struggle Bug', 'Tackle']",Normal,Volbeat
"['Silver Wind', 'Bug Buzz', 'Dazzling Gleam']",[],[],"['Struggle Bug', 'Tackle']",Normal,Illumise
"['Petal Blizzard', 'Sludge Bomb', 'Dazzling Gleam']",[],[],"['Poison Jab', 'Razor Leaf', 'Magical Leaf']",Normal,Roselia
"['Sludge', 'Gunk Shot', 'Ice Beam']",[],[],"['Pound', 'Rock Smash']",Normal,Gulpin
"['Gunk Shot', 'Sludge Bomb', 'Ice Beam', 'Acid Spray']",[],[],"['Rock Smash', 'Infestation', 'Mud Shot']",Normal,Swalot
"['Aqua Jet', 'Crunch', 'Poison Fang']",[],[],"['Bite', 'Snarl']",Normal,Carvanha
"['Hydro Pump', 'Crunch', 'Poison Fang']",[],[],"['Bite', 'Waterfall']",Normal,Sharpedo
"['Heavy Slam', 'Water Pulse', 'Body Slam', 'Scald']",[],[],"['Splash', 'Water Gun']",Normal,Wailmer
"['Surf', 'Blizzard', 'Hyper Beam', 'Scald']",[],[],"['Zen Headbutt', 'Water Gun']",Normal,Wailord
"['Bulldoze', 'Heat Wave', 'Stomp']",[],[],"['Ember', 'Tackle']",Normal,Numel
"['Earthquake', 'Overheat', 'Solar Beam', 'Earth Power']",[],[],"['Ember', 'Rock Smash', 'Incinerate']",Normal,Camerupt
"['Overheat', 'Solar Beam', 'Earthquake']",[],[],"['Fire Spin', 'Ember']",Normal,Torkoal
"['Psybeam', 'Shadow Ball', 'Mirror Coat']",[],[],"['Splash', 'Zen Headbutt']",Normal,Spoink
"['Psychic', 'Shadow Ball', 'Mirror Coat']",[],[],"['Charge Beam', 'Extrasensory']",Normal,Grumpig
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",00,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",01,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",02,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",03,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",04,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",05,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",06,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",07,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",08,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",09,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",10,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",11,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",12,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",13,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",14,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",15,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",16,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",17,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",18,Spinda
"['Dig', 'Rock Tomb', 'Icy Wind']",[],[],"['Sucker Punch', 'Psycho Cut']",19,Spinda
"['Sand Tomb', 'Dig', 'Crunch', 'Scorching Sands']",[],[],"['Mud Shot', 'Struggle Bug', 'Sand Attack']",Normal,Trapinch
"['Sand Tomb', 'Bulldoze', 'Bug Buzz', 'Scorching Sands']",[],[],"['Mud Shot', 'Dragon Breath', 'Sand Attack']",Normal,Vibrava
"['Earthquake', 'Dragon Claw', 'Stone Edge', 'Boomburst', 'Scorching Sands']",['Earth Power'],[],"['Mud Shot', 'Dragon Tail', 'Sand Attack']",Normal,Flygon
"['Grass Knot', 'Brick Break', 'Seed Bomb', 'Payback', 'Trailblaze']",[],[],"['Poison Sting', 'Sucker Punch', 'Sand Attack']",Normal,Cacnea
"['Dark Pulse', 'Dynamic Punch', 'Grass Knot', 'Payback', 'Trailblaze']",[],[],"['Poison Jab', 'Sucker Punch', 'Sand Attack']",Normal,Cacturne
"['Disarming Voice', 'Aerial Ace', 'Ice Beam']",[],[],"['Peck', 'Astonish']",Normal,Swablu
"['Sky Attack', 'Dazzling Gleam', 'Dragon Pulse']",['Moonblast'],[],"['Peck', 'Dragon Breath']",Normal,Altaria
"['Close Combat', 'Night Slash', 'Dig']",[],[],"['Fury Cutter', 'Shadow Claw']",Normal,Zangoose
"['Poison Fang', 'Crunch', 'Wrap']",[],[],"['Poison Jab', 'Iron Tail']",Normal,Seviper
"['Psychic', 'Rock Slide', 'Moonblast']",[],[],"['Rock Throw', 'Confusion', 'Psywave']",Normal,Lunatone
"['Psychic', 'Rock Slide', 'Solar Beam']",[],[],"['Rock Throw', 'Confusion', 'Psywave']",Normal,Solrock
"['Aqua Tail', 'Ice Beam', 'Mud Bomb', 'Scald']",[],[],"['Water Gun', 'Mud Shot']",Normal,Barboach
"['Water Pulse', 'Blizzard', 'Mud Bomb', 'Scald']",[],[],"['Water Gun', 'Mud Shot']",Normal,Whiscash
"['Vice Grip', 'Bubble Beam', 'Aqua Jet', 'Razor Shell', 'Scald']",[],[],"['Bubble', 'Rock Smash']",Normal,Corphish
"['Vice Grip', 'Bubble Beam', 'Night Slash', 'Crabhammer', 'Razor Shell', 'Scald']",[],[],"['Waterfall', 'Snarl']",Normal,Crawdaunt
"['Gyro Ball', 'Psybeam', 'Dig']",[],[],"['Confusion', 'Extrasensory']",Normal,Baltoy
"['Gyro Ball', 'Psychic', 'Earthquake', 'Earth Power', 'Ice Beam', 'Shadow Ball', 'Rock Tomb', 'Scorching Sands']",[],[],"['Extrasensory', 'Confusion', 'Mud Slap']",Normal,Claydol
"['Grass Knot', 'Mirror Coat', 'Ancient Power']",[],[],"['Acid', 'Infestation', 'Bullet Seed']",Normal,Lileep
"['Grass Knot', 'Bulldoze', 'Stone Edge', 'Rock Slide']",[],[],"['Acid', 'Infestation', 'Bullet Seed']",Normal,Cradily
"['Cross Poison', 'Aqua Jet', 'Ancient Power']",[],[],"['Struggle Bug', 'Scratch']",Normal,Anorith
"['Cross Poison', 'Water Pulse', 'Rock Blast', 'Liquidation']",[],[],"['Fury Cutter', 'Struggle Bug']",Normal,Armaldo
['Mirror Coat'],[],[],"['Splash', 'Tackle']",Normal,Feebas
"['Surf', 'Blizzard', 'Hyper Beam']",[],[],"['Waterfall', 'Dragon Tail']",Normal,Milotic
"['Hurricane', 'Energy Ball', 'Weather Ball Rock', 'Weather Ball Normal']",[],[],"['Tackle', 'Hex']",Normal,Castform
"['Hydro Pump', 'Thunder', 'Weather Ball Water']",[],[],"['Water Gun', 'Tackle']",Rainy,Castform
"['Blizzard', 'Ice Beam', 'Weather Ball Ice']",[],[],"['Powder Snow', 'Tackle']",Snowy,Castform
"['Fire Blast', 'Solar Beam', 'Weather Ball Fire']",[],[],"['Ember', 'Tackle']",Sunny,Castform
"['Foul Play', 'Flamethrower', 'Thunder', 'Ice Beam', 'Aerial Ace', 'Shadow Sneak']",[],[],"['Lick', 'Sucker Punch']",Normal,Kecleon
"['Ominous Wind', 'Night Shade', 'Shadow Sneak']",[],[],"['Feint Attack', 'Astonish']",Normal,Shuppet
"['Shadow Ball', 'Dazzling Gleam', 'Thunder']",[],[],"['Hex', 'Shadow Claw']",Normal,Banette
"['Ominous Wind', 'Night Shade', 'Shadow Sneak']",[],[],"['Hex', 'Astonish']",Normal,Duskull
"['Shadow Punch', 'Ice Punch', 'Fire Punch', 'Poltergeist']",[],[],"['Hex', 'Feint Attack']",Normal,Dusclops
"['Stomp', 'Aerial Ace', 'Leaf Blade', 'Brutal Swing']",[],[],"['Air Slash', 'Razor Leaf']",Normal,Tropius
"['Energy Ball', 'Shadow Ball', 'Psyshock', 'Psyshock']",[],[],"['Extrasensory', 'Astonish']",Normal,Chimecho
"['Dark Pulse', 'Thunder', 'Megahorn', 'Payback']",[],[],"['Psycho Cut', 'Snarl']",Normal,Absol
['Mirror Coat'],[],[],"['Splash', 'Counter']",Normal,Wynaut
"['Avalanche', 'Icy Wind', 'Shadow Ball']",[],[],"['Powder Snow', 'Hex']",Normal,Snorunt
"['Avalanche', 'Gyro Ball', 'Shadow Ball']",[],[],"['Ice Shard', 'Frost Breath']",Normal,Glalie
"['Aurora Beam', 'Body Slam', 'Water Pulse']",[],[],"['Water Gun', 'Rock Smash']",Normal,Spheal
"['Aurora Beam', 'Body Slam', 'Water Pulse']",[],[],"['Water Gun', 'Powder Snow']",Normal,Sealeo
"['Blizzard', 'Earthquake', 'Water Pulse']",['Icicle Spear'],['Powder Snow'],"['Waterfall', 'Frost Breath']",Normal,Walrein
"['Body Slam', 'Ice Beam', 'Water Pulse']",[],[],['Water Gun'],Normal,Clamperl
"['Crunch', 'Ice Beam', 'Aqua Tail']",[],[],"['Water Gun', 'Bite']",Normal,Huntail
"['Draining Kiss', 'Psychic', 'Water Pulse']",[],[],"['Water Gun', 'Confusion']",Normal,Gorebyss
"['Ancient Power', 'Aqua Tail', 'Hydro Pump']",[],[],"['Water Gun', 'Zen Headbutt']",Normal,Relicanth
"['Draining Kiss', 'Water Pulse', 'Aqua Jet']",[],[],"['Water Gun', 'Splash']",Normal,Luvdisc
"['Flamethrower', 'Twister', 'Crunch']",[],[],"['Bite', 'Ember']",Normal,Bagon
"['Flamethrower', 'Dragon Pulse', 'Twister']",[],[],"['Ember', 'Dragon Breath']",Normal,Shelgon
"['Fire Blast', 'Hydro Pump', 'Draco Meteor', 'Fly']",['Outrage'],[],"['Dragon Tail', 'Fire Fang', 'Bite']",Normal,Salamence
['Struggle'],[],[],['Take Down'],Normal,Beldum
"['Psychic', 'Gyro Ball', 'Psyshock']",[],[],"['Zen Headbutt', 'Metal Claw']",Normal,Metang
"['Psychic', 'Flash Cannon', 'Earthquake']",['Meteor Mash'],[],"['Bullet Punch', 'Zen Headbutt']",Normal,Metagross
"['Stone Edge', 'Zap Cannon', 'Focus Blast']",['Earthquake'],[],"['Rock Throw', 'Rock Smash', 'Lock On']",Normal,Regirock
"['Blizzard', 'Earthquake', 'Focus Blast']",['Thunder'],[],"['Frost Breath', 'Rock Smash', 'Lock On']",Normal,Regice
"['Flash Cannon', 'Hyper Beam', 'Focus Blast']",['Zap Cannon'],[],"['Metal Claw', 'Rock Smash', 'Lock On']",Normal,Registeel
"['Psychic', 'Outrage', 'Thunder']",['Mist Ball'],[],"['Dragon Breath', 'Zen Headbutt', 'Charm']",Normal,Latias
"['Psychic', 'Outrage', 'Thunder']",['Mist Ball'],[],"['Dragon Breath', 'Zen Headbutt', 'Charm']",S,Latias
"['Psychic', 'Dragon Claw', 'Solar Beam']",['Luster Purge'],[],"['Dragon Breath', 'Zen Headbutt']",Normal,Latios
"['Psychic', 'Dragon Claw', 'Solar Beam']",['Luster Purge'],[],"['Dragon Breath', 'Zen Headbutt']",S,Latios
"['Hydro Pump', 'Blizzard', 'Thunder', 'Surf']",['Origin Pulse'],[],['Waterfall'],Normal,Kyogre
"['Earthquake', 'Fire Blast', 'Solar Beam']","['Fire Punch', 'Precipice Blades']",[],"['Mud Shot', 'Dragon Tail']",Normal,Groudon
"['Outrage', 'Aerial Ace', 'Ancient Power']","['Hurricane', 'Breaking Swipe']",[],"['Air Slash', 'Dragon Tail']",Normal,Rayquaza
"['Dazzling Gleam', 'Psychic', 'Doom Desire']",[],[],"['Confusion', 'Charge Beam']",Normal,Jirachi
"['Psycho Boost', 'Zap Cannon', 'Dark Pulse']",[],[],"['Zen Headbutt', 'Poison Jab']",Attack,Deoxys
"['Psycho Boost', 'Thunderbolt', 'Rock Slide']",[],[],"['Zen Headbutt', 'Counter']",Defense,Deoxys
"['Psycho Boost', 'Thunderbolt', 'Hyper Beam']",[],[],"['Zen Headbutt', 'Charge Beam']",Normal,Deoxys
"['Psycho Boost', 'Thunderbolt', 'Swift']",[],[],"['Zen Headbutt', 'Charge Beam']",Speed,Deoxys
"['Energy Ball', 'Seed Bomb', 'Body Slam']",[],[],"['Tackle', 'Razor Leaf']",Normal,Turtwig
"['Energy Ball', 'Solar Beam', 'Body Slam']",[],[],"['Bite', 'Razor Leaf']",Normal,Grotle
"['Stone Edge', 'Solar Beam', 'Earthquake', 'Sand Tomb']",['Frenzy Plant'],[],"['Bite', 'Razor Leaf']",Normal,Torterra
"['Flame Wheel', 'Flamethrower', 'Flame Charge']",[],[],"['Ember', 'Scratch']",Normal,Chimchar
"['Flame Wheel', 'Flamethrower', 'Low Sweep']",[],[],"['Ember', 'Rock Smash']",Normal,Monferno
"['Solar Beam', 'Flamethrower', 'Close Combat']",['Blast Burn'],[],"['Fire Spin', 'Rock Smash']",Normal,Infernape
"['Bubble Beam', 'Drill Peck', 'Icy Wind']",[],[],"['Bubble', 'Pound']",Normal,Piplup
"['Bubble Beam', 'Hydro Pump', 'Icy Wind']",[],[],"['Bubble', 'Metal Claw']",Normal,Prinplup
"['Hydro Pump', 'Blizzard', 'Flash Cannon', 'Drill Peck']",['Hydro Cannon'],[],"['Waterfall', 'Metal Claw', 'Steel Wing']",Normal,Empoleon
"['Aerial Ace', 'Brave Bird', 'Fly']",[],[],"['Tackle', 'Quick Attack', 'Sand Attack']",Normal,Starly
"['Aerial Ace', 'Brave Bird', 'Heat Wave', 'Fly']",[],[],"['Wing Attack', 'Quick Attack', 'Sand Attack']",Normal,Staravia
"['Brave Bird', 'Heat Wave', 'Close Combat', 'Fly']",[],['Gust'],"['Wing Attack', 'Quick Attack', 'Sand Attack']",Normal,Staraptor
"['Hyper Fang', 'Crunch', 'Grass Knot']","['Shadow Ball', 'Thunderbolt', 'Ice Beam', 'Super Power']",[],"['Tackle', 'Take Down']",Normal,Bidoof
"['Hyper Fang', 'Hyper Beam', 'Surf']",[],[],"['Water Gun', 'Take Down']",Normal,Bibarel
['Struggle'],[],[],"['Struggle Bug', 'Bug Bite']",Normal,Kricketot
"['Bug Buzz', 'X Scissor', 'Aerial Ace']",[],[],"['Struggle Bug', 'Fury Cutter']",Normal,Kricketune
"['Discharge', 'Thunderbolt', 'Swift']",[],[],"['Tackle', 'Spark']",Normal,Shinx
"['Thunderbolt', 'Wild Charge', 'Crunch']",[],[],"['Spark', 'Bite']",Normal,Luxio
"['Hyper Beam', 'Wild Charge', 'Crunch']",['Psychic Fangs'],[],"['Spark', 'Snarl', 'Hidden Power']",Normal,Luxray
"['Energy Ball', 'Grass Knot']",[],[],"['Hidden Power', 'Razor Leaf']",Normal,Budew
"['Solar Beam', 'Sludge Bomb', 'Dazzling Gleam', 'Grass Knot', 'Leaf Storm']",['Weather Ball Fire'],['Bullet Seed'],"['Poison Jab', 'Razor Leaf', 'Magical Leaf']",Normal,Roserade
"['Rock Tomb', 'Ancient Power', 'Bulldoze']",[],[],"['Zen Headbutt', 'Take Down']",Normal,Cranidos
"['Rock Slide', 'Outrage', 'Flamethrower']",[],[],"['Zen Headbutt', 'Smack Down']",Normal,Rampardos
"['Rock Tomb', 'Ancient Power', 'Heavy Slam']",[],[],"['Tackle', 'Iron Tail']",Normal,Shieldon
"['Stone Edge', 'Flamethrower', 'Flash Cannon']",[],[],"['Smack Down', 'Iron Tail']",Normal,Bastiodon
['Struggle'],[],[],"['Tackle', 'Bug Bite']",Plant,Burmy
['Struggle'],[],[],"['Tackle', 'Bug Bite']",Sandy,Burmy
['Struggle'],[],[],"['Tackle', 'Bug Bite']",Trash,Burmy
"['Psybeam', 'Energy Ball', 'Bug Buzz']",[],[],"['Confusion', 'Bug Bite']",Plant,Wormadam
"['Psybeam', 'Bulldoze', 'Bug Buzz']",[],[],"['Confusion', 'Bug Bite']",Sandy,Wormadam
"['Psybeam', 'Iron Head', 'Bug Buzz']",[],[],"['Confusion', 'Bug Bite', 'Metal Sound']",Trash,Wormadam
"['Psybeam', 'Aerial Ace', 'Bug Buzz']",[],[],"['Air Slash', 'Bug Bite']",Normal,Mothim
['Bug Buzz'],[],[],['Bug Bite'],Normal,Combee
"['Bug Buzz', 'Power Gem', 'X Scissor', 'Fell Stinger', 'Signal Beam']",[],[],"['Bug Bite', 'Poison Sting', 'Fury Cutter', 'Air Slash']",Normal,Vespiquen
"['Thunder', 'Thunderbolt', 'Thunder Punch']",[],[],"['Spark', 'Volt Switch']",Normal,Pachirisu
"['Aqua Jet', 'Water Pulse', 'Swift']",[],[],"['Water Gun', 'Quick Attack']",Normal,Buizel
"['Aqua Jet', 'Hydro Pump', 'Swift', 'Liquidation']",[],[],"['Water Gun', 'Waterfall']",Normal,Floatzel
"['Dazzling Gleam', 'Petal Blizzard', 'Seed Bomb']",[],[],"['Tackle', 'Bullet Seed']",Normal,Cherubi
"['Dazzling Gleam', 'Hyper Beam', 'Solar Beam']",[],[],"['Razor Leaf', 'Bullet Seed']",Overcast,Cherrim
"['Dazzling Gleam', 'Hyper Beam', 'Solar Beam', 'Weather Ball Fire']",[],[],"['Razor Leaf', 'Bullet Seed']",Sunny,Cherrim
"['Water Pulse', 'Mud Bomb', 'Body Slam']",[],[],"['Mud Slap', 'Hidden Power']",East_sea,Shellos
"['Water Pulse', 'Mud Bomb', 'Body Slam']",[],[],"['Mud Slap', 'Hidden Power']",West_sea,Shellos
"['Water Pulse', 'Earth Power', 'Body Slam', 'Earthquake']",[],[],"['Mud Slap', 'Hidden Power']",East_sea,Gastrodon
"['Water Pulse', 'Earth Power', 'Body Slam', 'Earthquake']",[],[],"['Mud Slap', 'Hidden Power']",West_sea,Gastrodon
"['Low Sweep', 'Hyper Beam', 'Aerial Ace']",[],[],"['Scratch', 'Astonish']",Normal,Ambipom
"['Ominous Wind', 'Icy Wind', 'Shadow Ball']",[],[],"['Hex', 'Astonish']",Normal,Drifloon
"['Ominous Wind', 'Icy Wind', 'Shadow Ball', 'Mystical Fire']",[],[],"['Hex', 'Astonish']",Normal,Drifblim
"['Fire Punch', 'Swift']",[],[],"['Pound', 'Quick Attack']",Normal,Buneary
"['Fire Punch', 'Hyper Beam', 'Focus Blast', 'Triple Axel']",[],[],"['Pound', 'Low Kick', 'Double Kick']",Normal,Lopunny
"['Shadow Ball', 'Dark Pulse', 'Dazzling Gleam']",[],[],"['Sucker Punch', 'Hex', 'Magical Leaf', 'Psywave']",Normal,Mismagius
"['Brave Bird', 'Psychic', 'Dark Pulse', 'Sky Attack']",[],[],"['Peck', 'Snarl']",Normal,Honchkrow
"['Play Rough', 'Thunderbolt', 'Aerial Ace']",[],[],"['Scratch', 'Quick Attack']",Normal,Glameow
"['Play Rough', 'Thunder', 'Aerial Ace']",[],[],"['Scratch', 'Shadow Claw']",Normal,Purugly
"['Wrap', 'Shadow Ball', 'Psyshock']",[],[],"['Zen Headbutt', 'Astonish']",Normal,Chingling
"['Crunch', 'Flamethrower', 'Sludge Bomb', 'Trailblaze']",[],[],"['Scratch', 'Bite']",Normal,Stunky
"['Crunch', 'Flamethrower', 'Sludge Bomb', 'Trailblaze']",[],[],"['Poison Jab', 'Bite']",Normal,Skuntank
"['Gyro Ball', 'Psyshock', 'Heavy Slam', 'Payback']",[],[],"['Tackle', 'Confusion']",Normal,Bronzor
"['Flash Cannon', 'Psychic', 'Heavy Slam', 'Bulldoze', 'Psyshock', 'Payback']",[],[],"['Feint Attack', 'Confusion', 'Metal Sound']",Normal,Bronzong
"['Rock Tomb', 'Earthquake', 'Rock Slide']",[],[],"['Rock Throw', 'Counter']",Normal,Bonsly
"['Psybeam', 'Psychic', 'Psyshock']",[],[],"['Confusion', 'Pound']",Normal,Mime Jr.
['Psychic'],[],[],"['Pound', 'Zen Headbutt']",Normal,Happiny
"['Night Shade', 'Sky Attack', 'Heat Wave']",[],[],"['Peck', 'Steel Wing']",Normal,Chatot
"['Shadow Sneak', 'Ominous Wind', 'Shadow Ball', 'Rock Tomb']",[],[],"['Feint Attack', 'Sucker Punch']",Normal,Spiritomb
"['Dig', 'Twister', 'Body Slam']",[],[],"['Take Down', 'Mud Shot']",Normal,Gible
"['Dig', 'Twister', 'Flamethrower']",[],[],"['Take Down', 'Mud Shot']",Normal,Gabite
"['Outrage', 'Earthquake', 'Fire Blast', 'Sand Tomb']",['Earth Power'],[],"['Dragon Tail', 'Mud Shot']",Normal,Garchomp
"['Gunk Shot', 'Body Slam', 'Bulldoze']",[],[],"['Tackle', 'Lick']",Normal,Munchlax
"['Brick Break', 'Low Sweep', 'Cross Chop', 'Blaze Kick', 'Thunder Punch']",[],[],"['Counter', 'Quick Attack']",Normal,Riolu
"['Flash Cannon', 'Shadow Ball', 'Close Combat', 'Power Up Punch', 'Aura Sphere', 'Blaze Kick', 'Thunder Punch']",[],['Force Palm'],"['Counter', 'Bullet Punch']",Normal,Lucario
"['Dig', 'Rock Tomb', 'Body Slam']",[],[],"['Tackle', 'Bite', 'Sand Attack']",Normal,Hippopotas
"['Earthquake', 'Stone Edge', 'Body Slam', 'Earth Power', 'Weather Ball Rock', 'Scorching Sands']",[],[],"['Fire Fang', 'Bite', 'Thunder Fang', 'Ice Fang', 'Sand Attack']",Normal,Hippowdon
"['Cross Poison', 'Aqua Tail', 'Sludge Bomb']",[],[],"['Poison Sting', 'Infestation']",Normal,Skorupi
"['Crunch', 'Aqua Tail', 'Sludge Bomb', 'Fell Stinger']",[],[],"['Poison Sting', 'Infestation', 'Bite', 'Ice Fang']",Normal,Drapion
"['Brick Break', 'Low Sweep', 'Sludge Bomb']",[],[],"['Poison Sting', 'Poison Jab', 'Mud Shot']",Normal,Croagunk
"['Dynamic Punch', 'Mud Bomb', 'Sludge Bomb', 'Shadow Ball']",[],[],"['Poison Jab', 'Counter', 'Mud Shot']",Normal,Toxicroak
"['Power Whip', 'Energy Ball', 'Crunch']",[],[],"['Bite', 'Vine Whip']",Normal,Carnivine
"['Water Pulse', 'Ice Beam', 'Silver Wind']",[],[],"['Pound', 'Water Gun']",Normal,Finneon
"['Water Pulse', 'Blizzard', 'Silver Wind']",[],[],"['Waterfall', 'Water Gun']",Normal,Lumineon
"['Water Pulse', 'Ice Beam', 'Aerial Ace']",[],[],"['Bubble', 'Tackle']",Normal,Mantyke
"['Ice Beam', 'Energy Ball', 'Stomp']",[],[],"['Powder Snow', 'Ice Shard', 'Leafage']",Normal,Snover
"['Blizzard', 'Energy Ball', 'Outrage', 'Weather Ball Ice', 'Icy Wind']",[],[],"['Powder Snow', 'Razor Leaf', 'Leafage']",Normal,Abomasnow
"['Avalanche', 'Focus Blast', 'Foul Play', 'Triple Axel']",[],[],"['Ice Shard', 'Feint Attack', 'Snarl']",Normal,Weavile
"['Zap Cannon', 'Wild Charge', 'Flash Cannon', 'Mirror Shot']",[],[],"['Spark', 'Charge Beam', 'Volt Switch', 'Metal Sound']",Normal,Magnezone
"['Hyper Beam', 'Earthquake', 'Solar Beam', 'Shadow Ball']",['Body Slam'],[],"['Lick', 'Zen Headbutt', 'Rollout']",Normal,Lickilicky
"['Surf', 'Earthquake', 'Stone Edge', 'Skull Bash', 'Super Power', 'Breaking Swipe']",['Rock Wrecker'],[],"['Mud Slap', 'Smack Down']",Normal,Rhyperior
