name,defender_level,IV_atk,IV_def,IV_sta,CP,HP,TDO,DPT,DPE,type_1,type_2,fm_type,cm1_type,cm2_type,battle_score,viable
Zygarde,30,15,10,15,2894,185,110.0,9.36,1.24,Dragon,Ground,Dragon,Dark,Ground,0.286,1
Zygarde,35,15,10,15,3135,193,134.36,9.75,1.29,Dragon,Ground,Dragon,Dark,Ground,0.571,1
Zygarde,40,15,10,15,3376,200,161.69,10.12,1.34,Dragon,Ground,Dragon,Dark,Ground,0.725,1
Zygarde,45,15,10,15,3593,207,189.03,10.44,1.38,Dragon,Ground,Dragon,Dark,Ground,0.846,1
Zygarde,50,15,10,15,3816,213,219.74,10.76,1.42,Dragon,Ground,Dragon,Dark,Ground,0.89,1
Zygarde,30,15,15,10,2894,182,110.06,9.36,1.24,Dragon,Ground,Dragon,Dark,Ground,0.286,1
Zygarde,35,15,15,10,3136,189,134.43,9.75,1.29,Dragon,Ground,Dragon,Dark,Ground,0.571,1
Zygarde,40,15,15,10,3377,196,161.78,10.12,1.34,Dragon,Ground,Dragon,Dark,Ground,0.725,1
Zygarde,45,15,15,10,3594,203,189.14,10.44,1.38,Dragon,Ground,Dragon,Dark,Ground,0.857,1
Zygarde,50,15,15,10,3817,209,219.86,10.76,1.42,Dragon,Ground,Dragon,Dark,Ground,0.89,1
Zygarde,30,15,15,15,2923,185,112.27,9.36,1.24,Dragon,Ground,Dragon,Dark,Ground,0.319,1
Zygarde,35,15,15,15,3167,193,137.12,9.75,1.29,Dragon,Ground,Dragon,Dark,Ground,0.604,1
Zygarde,40,15,15,15,3410,200,165.03,10.12,1.34,Dragon,Ground,Dragon,Dark,Ground,0.747,1
Zygarde,45,15,15,15,3630,207,192.94,10.44,1.38,Dragon,Ground,Dragon,Dark,Ground,0.857,1
Zygarde,50,15,15,15,3856,213,224.28,10.76,1.42,Dragon,Ground,Dragon,Dark,Ground,0.901,1
Hoopa,30,10,10,10,2755,133,63.79,9.26,1.45,Psychic,Ghost,Ghost,Ghost,Psychic,0.044,0
Hoopa,35,10,10,10,2984,139,77.95,9.64,1.51,Psychic,Ghost,Ghost,Ghost,Psychic,0.077,0
Hoopa,40,10,10,10,3214,144,93.8,10.0,1.56,Psychic,Ghost,Ghost,Ghost,Psychic,0.088,0
Hoopa,45,10,10,10,3420,149,109.59,10.32,1.62,Psychic,Ghost,Ghost,Ghost,Psychic,0.176,0
Hoopa,50,10,10,10,3633,153,127.44,10.64,1.66,Psychic,Ghost,Ghost,Ghost,Psychic,0.44,1
Hoopa,30,10,10,15,2792,137,65.54,9.26,1.45,Psychic,Ghost,Ghost,Ghost,Psychic,0.055,0
Hoopa,35,10,10,15,3025,143,80.08,9.64,1.51,Psychic,Ghost,Ghost,Ghost,Psychic,0.077,0
Hoopa,40,10,10,15,3257,148,96.36,10.0,1.56,Psychic,Ghost,Ghost,Ghost,Psychic,0.099,0
Hoopa,45,10,10,15,3467,153,112.58,10.32,1.62,Psychic,Ghost,Ghost,Ghost,Psychic,0.198,0
Hoopa,50,10,10,15,3683,157,130.92,10.64,1.66,Psychic,Ghost,Ghost,Ghost,Psychic,0.462,1
Hoopa,30,10,15,10,2790,133,65.41,9.26,1.45,Psychic,Ghost,Ghost,Ghost,Psychic,0.055,0
Hoopa,35,10,15,10,3022,139,79.93,9.64,1.51,Psychic,Ghost,Ghost,Ghost,Psychic,0.077,0
Hoopa,40,10,15,10,3254,144,96.18,10.0,1.56,Psychic,Ghost,Ghost,Ghost,Psychic,0.099,0
Hoopa,45,10,15,10,3463,149,112.37,10.32,1.62,Psychic,Ghost,Ghost,Ghost,Psychic,0.198,0
Hoopa,50,10,15,10,3679,153,130.67,10.64,1.66,Psychic,Ghost,Ghost,Ghost,Psychic,0.462,1
Hoopa,30,10,15,15,2827,137,67.2,9.26,1.45,Psychic,Ghost,Ghost,Ghost,Psychic,0.066,0
Hoopa,35,10,15,15,3063,143,82.11,9.64,1.51,Psychic,Ghost,Ghost,Ghost,Psychic,0.077,0
Hoopa,40,10,15,15,3298,148,98.81,10.0,1.56,Psychic,Ghost,Ghost,Ghost,Psychic,0.11,0
Hoopa,45,10,15,15,3510,153,115.44,10.32,1.62,Psychic,Ghost,Ghost,Ghost,Psychic,0.297,1
Hoopa,50,10,15,15,3729,157,134.24,10.64,1.66,Psychic,Ghost,Ghost,Ghost,Psychic,0.484,1
Hoopa,30,15,10,10,2806,133,64.96,9.43,1.48,Psychic,Ghost,Ghost,Ghost,Psychic,0.055,0
Hoopa,35,15,10,10,3039,139,79.36,9.82,1.54,Psychic,Ghost,Ghost,Ghost,Psychic,0.077,0
Hoopa,40,15,10,10,3273,144,95.49,10.18,1.6,Psychic,Ghost,Ghost,Ghost,Psychic,0.099,0
Hoopa,45,15,10,10,3483,149,111.61,10.51,1.64,Psychic,Ghost,Ghost,Ghost,Psychic,0.198,0
Hoopa,50,15,10,10,3700,153,129.78,10.83,1.69,Psychic,Ghost,Ghost,Ghost,Psychic,0.462,1
Hoopa,30,15,10,15,2844,137,66.74,9.43,1.48,Psychic,Ghost,Ghost,Ghost,Psychic,0.066,0
Hoopa,35,15,10,15,3081,143,81.53,9.82,1.54,Psychic,Ghost,Ghost,Ghost,Psychic,0.077,0
Hoopa,40,15,10,15,3317,148,98.1,10.18,1.6,Psychic,Ghost,Ghost,Ghost,Psychic,0.099,0
Hoopa,45,15,10,15,3531,153,114.66,10.51,1.64,Psychic,Ghost,Ghost,Ghost,Psychic,0.297,1
Hoopa,50,15,10,15,3751,157,133.32,10.83,1.69,Psychic,Ghost,Ghost,Ghost,Psychic,0.484,1
Hoopa,30,15,15,10,2841,133,66.62,9.43,1.48,Psychic,Ghost,Ghost,Ghost,Psychic,0.066,0
Hoopa,35,15,15,10,3078,139,81.38,9.82,1.54,Psychic,Ghost,Ghost,Ghost,Psychic,0.077,0
Hoopa,40,15,15,10,3314,144,97.92,10.18,1.6,Psychic,Ghost,Ghost,Ghost,Psychic,0.099,0
Hoopa,45,15,15,10,3527,149,114.44,10.51,1.64,Psychic,Ghost,Ghost,Ghost,Psychic,0.297,1
Hoopa,50,15,15,10,3747,153,133.07,10.83,1.69,Psychic,Ghost,Ghost,Ghost,Psychic,0.484,1
Hoopa,30,15,15,15,2880,137,68.44,9.43,1.48,Psychic,Ghost,Ghost,Ghost,Psychic,0.066,0
Hoopa,35,15,15,15,3119,143,83.6,9.82,1.54,Psychic,Ghost,Ghost,Ghost,Psychic,0.088,0
Hoopa,40,15,15,15,3359,148,100.59,10.18,1.6,Psychic,Ghost,Ghost,Ghost,Psychic,0.11,0
Hoopa,45,15,15,15,3575,153,117.57,10.51,1.64,Psychic,Ghost,Ghost,Ghost,Psychic,0.308,1
Hoopa,50,15,15,15,3798,157,136.7,10.83,1.69,Psychic,Ghost,Ghost,Ghost,Psychic,0.505,1
Hoopa,30,10,10,10,3296,133,58.97,8.39,1.34,Psychic,Dark,Psychic,Dark,Psychic,0.0,0
Hoopa,35,10,10,10,3571,139,72.03,8.73,1.4,Psychic,Dark,Psychic,Dark,Psychic,0.033,0
Hoopa,40,10,10,10,3845,144,86.62,9.06,1.45,Psychic,Dark,Psychic,Dark,Psychic,0.044,0
Hoopa,45,10,10,10,4092,149,101.25,9.35,1.5,Psychic,Dark,Psychic,Dark,Psychic,0.066,0
Hoopa,50,10,10,10,4347,153,117.8,9.64,1.54,Psychic,Dark,Psychic,Dark,Psychic,0.132,0
Hoopa,30,10,10,15,3341,137,60.58,8.39,1.34,Psychic,Dark,Psychic,Dark,Psychic,0.0,0
Hoopa,35,10,10,15,3619,143,74.0,8.73,1.4,Psychic,Dark,Psychic,Dark,Psychic,0.033,0
Hoopa,40,10,10,15,3897,148,88.98,9.06,1.45,Psychic,Dark,Psychic,Dark,Psychic,0.044,0
Hoopa,45,10,10,15,4148,153,104.02,9.35,1.5,Psychic,Dark,Psychic,Dark,Psychic,0.077,0
Hoopa,50,10,10,15,4406,157,121.02,9.64,1.54,Psychic,Dark,Psychic,Dark,Psychic,0.165,0
Hoopa,30,10,15,10,3337,133,60.44,8.39,1.34,Psychic,Dark,Psychic,Dark,Psychic,0.0,0
Hoopa,35,10,15,10,3615,139,73.82,8.73,1.4,Psychic,Dark,Psychic,Dark,Psychic,0.033,0
Hoopa,40,10,15,10,3893,144,88.78,9.06,1.45,Psychic,Dark,Psychic,Dark,Psychic,0.044,0
Hoopa,45,10,15,10,4143,149,103.77,9.35,1.5,Psychic,Dark,Psychic,Dark,Psychic,0.066,0
Hoopa,50,10,15,10,4401,153,120.73,9.64,1.54,Psychic,Dark,Psychic,Dark,Psychic,0.165,0
Hoopa,30,10,15,15,3382,137,62.1,8.39,1.34,Psychic,Dark,Psychic,Dark,Psychic,0.0,0
Hoopa,35,10,15,15,3664,143,75.83,8.73,1.4,Psychic,Dark,Psychic,Dark,Psychic,0.033,0
Hoopa,40,10,15,15,3945,148,91.2,9.06,1.45,Psychic,Dark,Psychic,Dark,Psychic,0.055,0
Hoopa,45,10,15,15,4199,153,106.61,9.35,1.5,Psychic,Dark,Psychic,Dark,Psychic,0.077,0
Hoopa,50,10,15,15,4461,157,124.02,9.64,1.54,Psychic,Dark,Psychic,Dark,Psychic,0.187,0
Hoopa,30,15,10,10,3347,133,59.89,8.52,1.36,Psychic,Dark,Psychic,Dark,Psychic,0.0,0
Hoopa,35,15,10,10,3626,139,73.14,8.86,1.42,Psychic,Dark,Psychic,Dark,Psychic,0.033,0
Hoopa,40,15,10,10,3905,144,88.0,9.2,1.48,Psychic,Dark,Psychic,Dark,Psychic,0.044,0
Hoopa,45,15,10,10,4156,149,102.82,9.49,1.52,Psychic,Dark,Psychic,Dark,Psychic,0.066,0
Hoopa,50,15,10,10,4415,153,119.57,9.78,1.56,Psychic,Dark,Psychic,Dark,Psychic,0.165,0
Hoopa,30,15,10,15,3393,137,61.53,8.52,1.36,Psychic,Dark,Psychic,Dark,Psychic,0.0,0
Hoopa,35,15,10,15,3675,143,75.13,8.86,1.42,Psychic,Dark,Psychic,Dark,Psychic,0.033,0
Hoopa,40,15,10,15,3958,148,90.41,9.2,1.48,Psychic,Dark,Psychic,Dark,Psychic,0.044,0
Hoopa,45,15,10,15,4212,153,105.63,9.49,1.52,Psychic,Dark,Psychic,Dark,Psychic,0.077,0
Hoopa,50,15,10,15,4475,157,122.84,9.78,1.56,Psychic,Dark,Psychic,Dark,Psychic,0.165,0
Hoopa,30,15,15,10,3389,133,61.38,8.52,1.36,Psychic,Dark,Psychic,Dark,Psychic,0.0,0
Hoopa,35,15,15,10,3671,139,74.96,8.86,1.42,Psychic,Dark,Psychic,Dark,Psychic,0.033,0
Hoopa,40,15,15,10,3953,144,90.2,9.2,1.48,Psychic,Dark,Psychic,Dark,Psychic,0.044,0
Hoopa,45,15,15,10,4207,149,105.38,9.49,1.52,Psychic,Dark,Psychic,Dark,Psychic,0.077,0
Hoopa,50,15,15,10,4469,153,122.54,9.78,1.56,Psychic,Dark,Psychic,Dark,Psychic,0.165,0
Hoopa,30,15,15,15,3435,137,63.05,8.52,1.36,Psychic,Dark,Psychic,Dark,Psychic,0.0,0
Hoopa,35,15,15,15,3721,143,77.0,8.86,1.42,Psychic,Dark,Psychic,Dark,Psychic,0.033,0
Hoopa,40,15,15,15,4007,148,92.66,9.2,1.48,Psychic,Dark,Psychic,Dark,Psychic,0.055,0
Hoopa,45,15,15,15,4264,153,108.26,9.49,1.52,Psychic,Dark,Psychic,Dark,Psychic,0.077,0
Hoopa,50,15,15,15,4530,157,125.9,9.78,1.56,Psychic,Dark,Psychic,Dark,Psychic,0.242,0
Volcanion,30,10,10,10,2982,146,87.84,10.17,1.41,Fire,Water,Fire,Water,Ground,0.143,0
Volcanion,35,10,10,10,3231,152,107.31,10.58,1.48,Fire,Water,Fire,Water,Ground,0.22,0
Volcanion,40,10,10,10,3479,158,129.13,10.98,1.52,Fire,Water,Fire,Water,Ground,0.418,1
Volcanion,45,10,10,10,3703,163,150.85,11.33,1.58,Fire,Water,Fire,Water,Ground,0.505,1
Volcanion,50,10,10,10,3933,168,175.4,11.68,1.62,Fire,Water,Fire,Water,Ground,0.725,1
Volcanion,30,10,10,15,3019,149,90.04,10.17,1.41,Fire,Water,Fire,Water,Ground,0.165,0
Volcanion,35,10,10,15,3271,156,110.0,10.58,1.48,Fire,Water,Fire,Water,Ground,0.22,0
Volcanion,40,10,10,15,3522,162,132.35,10.98,1.52,Fire,Water,Fire,Water,Ground,0.418,1
Volcanion,45,10,10,15,3749,167,154.62,11.33,1.58,Fire,Water,Fire,Water,Ground,0.538,1
Volcanion,50,10,10,15,3982,172,179.79,11.68,1.62,Fire,Water,Fire,Water,Ground,0.769,1
Volcanion,30,10,15,10,3015,146,89.78,10.17,1.41,Fire,Water,Fire,Water,Ground,0.165,0
Volcanion,35,10,15,10,3266,152,109.68,10.58,1.48,Fire,Water,Fire,Water,Ground,0.22,0
Volcanion,40,10,15,10,3517,158,131.99,10.98,1.52,Fire,Water,Fire,Water,Ground,0.418,1
Volcanion,45,10,15,10,3743,163,154.19,11.33,1.58,Fire,Water,Fire,Water,Ground,0.538,1
Volcanion,50,10,15,10,3976,168,179.28,11.68,1.62,Fire,Water,Fire,Water,Ground,0.758,1
Volcanion,30,10,15,15,3052,149,92.03,10.17,1.41,Fire,Water,Fire,Water,Ground,0.165,0
Volcanion,35,10,15,15,3307,156,112.43,10.58,1.48,Fire,Water,Fire,Water,Ground,0.242,0
Volcanion,40,10,15,15,3561,162,135.28,10.98,1.52,Fire,Water,Fire,Water,Ground,0.451,1
Volcanion,45,10,15,15,3790,167,158.04,11.33,1.58,Fire,Water,Fire,Water,Ground,0.56,1
Volcanion,50,10,15,15,4026,172,183.76,11.68,1.62,Fire,Water,Fire,Water,Ground,0.78,1
Volcanion,30,15,10,10,3039,146,89.48,10.36,1.44,Fire,Water,Fire,Water,Ground,0.165,0
Volcanion,35,15,10,10,3292,152,109.39,10.79,1.5,Fire,Water,Fire,Water,Ground,0.22,0
Volcanion,40,15,10,10,3545,158,131.6,11.2,1.56,Fire,Water,Fire,Water,Ground,0.418,1
Volcanion,45,15,10,10,3773,163,153.72,11.54,1.6,Fire,Water,Fire,Water,Ground,0.538,1
Volcanion,50,15,10,10,4008,168,178.78,11.9,1.66,Fire,Water,Fire,Water,Ground,0.758,1
Volcanion,30,15,10,15,3077,149,91.72,10.36,1.44,Fire,Water,Fire,Water,Ground,0.165,0
Volcanion,35,15,10,15,3333,156,112.12,10.79,1.5,Fire,Water,Fire,Water,Ground,0.242,0
Volcanion,40,15,10,15,3589,162,134.88,11.2,1.56,Fire,Water,Fire,Water,Ground,0.429,1
Volcanion,45,15,10,15,3820,167,157.56,11.54,1.6,Fire,Water,Fire,Water,Ground,0.56,1
Volcanion,50,15,10,15,4058,172,183.26,11.9,1.66,Fire,Water,Fire,Water,Ground,0.78,1
Volcanion,30,15,15,10,3073,146,91.46,10.36,1.44,Fire,Water,Fire,Water,Ground,0.165,0
Volcanion,35,15,15,10,3328,152,111.81,10.79,1.5,Fire,Water,Fire,Water,Ground,0.242,0
Volcanion,40,15,15,10,3584,158,134.5,11.2,1.56,Fire,Water,Fire,Water,Ground,0.418,1
Volcanion,45,15,15,10,3815,163,157.12,11.54,1.6,Fire,Water,Fire,Water,Ground,0.56,1
Volcanion,50,15,15,10,4052,168,182.74,11.9,1.66,Fire,Water,Fire,Water,Ground,0.78,1
Volcanion,30,15,15,15,3111,149,93.75,10.36,1.44,Fire,Water,Fire,Water,Ground,0.165,0
Volcanion,35,15,15,15,3370,156,114.6,10.79,1.5,Fire,Water,Fire,Water,Ground,0.264,1
Volcanion,40,15,15,15,3629,162,137.86,11.2,1.56,Fire,Water,Fire,Water,Ground,0.473,1
Volcanion,45,15,15,15,3862,167,161.04,11.54,1.6,Fire,Water,Fire,Water,Ground,0.604,1
Volcanion,50,15,15,15,4103,172,187.31,11.9,1.66,Fire,Water,Fire,Water,Ground,0.78,1
Decidueye,30,10,10,10,2369,156,68.96,9.16,1.58,Grass,Fighting,Grass,Grass,Fighting,0.099,0
Decidueye,35,10,10,10,2566,162,84.26,9.54,1.66,Grass,Fighting,Grass,Grass,Fighting,0.143,0
Decidueye,40,10,10,10,2764,169,101.38,9.9,1.72,Grass,Fighting,Grass,Grass,Fighting,0.22,0
Decidueye,45,10,10,10,2941,174,118.42,10.21,1.77,Grass,Fighting,Grass,Grass,Fighting,0.319,1
Decidueye,50,10,10,10,3125,179,137.75,10.52,1.82,Grass,Fighting,Grass,Grass,Fighting,0.363,1
Decidueye,30,10,10,15,2397,160,70.58,9.16,1.58,Grass,Fighting,Grass,Grass,Fighting,0.099,0
Decidueye,35,10,10,15,2596,166,86.22,9.54,1.66,Grass,Fighting,Grass,Grass,Fighting,0.154,0
Decidueye,40,10,10,15,2796,173,103.74,9.9,1.72,Grass,Fighting,Grass,Grass,Fighting,0.22,0
Decidueye,45,10,10,15,2976,178,121.19,10.21,1.77,Grass,Fighting,Grass,Grass,Fighting,0.33,1
Decidueye,50,10,10,15,3161,184,140.97,10.52,1.82,Grass,Fighting,Grass,Grass,Fighting,0.363,1
Decidueye,30,10,15,10,2401,156,70.84,9.16,1.58,Grass,Fighting,Grass,Grass,Fighting,0.099,0
Decidueye,35,10,15,10,2601,162,86.54,9.54,1.66,Grass,Fighting,Grass,Grass,Fighting,0.154,0
Decidueye,40,10,15,10,2801,169,104.14,9.9,1.72,Grass,Fighting,Grass,Grass,Fighting,0.22,0
Decidueye,45,10,15,10,2981,174,121.64,10.21,1.77,Grass,Fighting,Grass,Grass,Fighting,0.33,1
Decidueye,50,10,15,10,3167,179,141.5,10.52,1.82,Grass,Fighting,Grass,Grass,Fighting,0.374,1
Decidueye,30,10,15,15,2429,160,72.49,9.16,1.58,Grass,Fighting,Grass,Grass,Fighting,0.099,0
Decidueye,35,10,15,15,2631,166,88.56,9.54,1.66,Grass,Fighting,Grass,Grass,Fighting,0.165,0
Decidueye,40,10,15,15,2834,173,106.56,9.9,1.72,Grass,Fighting,Grass,Grass,Fighting,0.231,0
Decidueye,45,10,15,15,3016,178,124.49,10.21,1.77,Grass,Fighting,Grass,Grass,Fighting,0.33,1
Decidueye,50,10,15,15,3204,184,144.8,10.52,1.82,Grass,Fighting,Grass,Grass,Fighting,0.374,1
Decidueye,30,15,10,10,2422,156,70.5,9.37,1.62,Grass,Fighting,Grass,Grass,Fighting,0.099,0
Decidueye,35,15,10,10,2624,162,86.15,9.75,1.69,Grass,Fighting,Grass,Grass,Fighting,0.154,0
Decidueye,40,15,10,10,2826,169,103.68,10.12,1.76,Grass,Fighting,Grass,Grass,Fighting,0.22,0
Decidueye,45,15,10,10,3007,174,121.09,10.44,1.8,Grass,Fighting,Grass,Grass,Fighting,0.33,1
Decidueye,50,15,10,10,3195,179,140.82,10.76,1.86,Grass,Fighting,Grass,Grass,Fighting,0.363,1
Decidueye,30,15,10,15,2450,160,72.15,9.37,1.62,Grass,Fighting,Grass,Grass,Fighting,0.099,0
Decidueye,35,15,10,15,2654,166,88.16,9.75,1.69,Grass,Fighting,Grass,Grass,Fighting,0.165,0
Decidueye,40,15,10,15,2859,173,106.1,10.12,1.76,Grass,Fighting,Grass,Grass,Fighting,0.22,0
Decidueye,45,15,10,15,3042,178,123.92,10.44,1.8,Grass,Fighting,Grass,Grass,Fighting,0.33,1
Decidueye,50,15,10,15,3232,184,144.12,10.76,1.86,Grass,Fighting,Grass,Grass,Fighting,0.374,1
Decidueye,30,15,15,10,2455,156,72.42,9.37,1.62,Grass,Fighting,Grass,Grass,Fighting,0.099,0
Decidueye,35,15,15,10,2659,162,88.5,9.75,1.69,Grass,Fighting,Grass,Grass,Fighting,0.165,0
Decidueye,40,15,15,10,2864,169,106.5,10.12,1.76,Grass,Fighting,Grass,Grass,Fighting,0.231,0
Decidueye,45,15,15,10,3048,174,124.38,10.44,1.8,Grass,Fighting,Grass,Grass,Fighting,0.33,1
Decidueye,50,15,15,10,3238,179,144.66,10.76,1.86,Grass,Fighting,Grass,Grass,Fighting,0.374,1
Decidueye,30,15,15,15,2483,160,74.11,9.37,1.62,Grass,Fighting,Grass,Grass,Fighting,0.099,0
Decidueye,35,15,15,15,2690,166,90.56,9.75,1.69,Grass,Fighting,Grass,Grass,Fighting,0.209,0
Decidueye,40,15,15,15,2897,173,108.98,10.12,1.76,Grass,Fighting,Grass,Grass,Fighting,0.242,0
Decidueye,45,15,15,15,3083,178,127.28,10.44,1.8,Grass,Fighting,Grass,Grass,Fighting,0.33,1
Decidueye,50,15,15,15,3275,184,148.04,10.76,1.86,Grass,Fighting,Grass,Grass,Fighting,0.374,1
Incineroar,30,10,10,10,2452,165,79.06,9.9,1.93,Fire,Dark,Dark,Dark,Fire,0.055,0
Incineroar,35,10,10,10,2656,172,96.6,10.3,2.0,Fire,Dark,Dark,Dark,Fire,0.132,0
Incineroar,40,10,10,10,2861,178,116.24,10.69,2.08,Fire,Dark,Dark,Dark,Fire,0.176,0
Incineroar,45,10,10,10,3045,184,135.78,11.02,2.15,Fire,Dark,Dark,Dark,Fire,0.253,1
Incineroar,50,10,10,10,3234,189,157.94,11.36,2.22,Fire,Dark,Dark,Dark,Fire,0.33,1
Incineroar,30,10,10,15,2479,169,80.81,9.9,1.93,Fire,Dark,Dark,Dark,Fire,0.066,0
Incineroar,35,10,10,15,2686,175,98.73,10.3,2.0,Fire,Dark,Dark,Dark,Fire,0.143,0
Incineroar,40,10,10,15,2892,182,118.8,10.69,2.08,Fire,Dark,Dark,Dark,Fire,0.176,0
Incineroar,45,10,10,15,3078,188,138.78,11.02,2.15,Fire,Dark,Dark,Dark,Fire,0.253,1
Incineroar,50,10,10,15,3270,194,161.44,11.36,2.22,Fire,Dark,Dark,Dark,Fire,0.33,1
Incineroar,30,10,15,10,2485,165,81.19,9.9,1.93,Fire,Dark,Dark,Dark,Fire,0.066,0
Incineroar,35,10,15,10,2692,172,99.2,10.3,2.0,Fire,Dark,Dark,Dark,Fire,0.143,0
Incineroar,40,10,15,10,2899,178,119.38,10.69,2.08,Fire,Dark,Dark,Dark,Fire,0.187,0
Incineroar,45,10,15,10,3085,184,139.45,11.02,2.15,Fire,Dark,Dark,Dark,Fire,0.264,1
Incineroar,50,10,15,10,3278,189,162.21,11.36,2.22,Fire,Dark,Dark,Dark,Fire,0.33,1
Incineroar,30,10,15,15,2512,169,82.99,9.9,1.93,Fire,Dark,Dark,Dark,Fire,0.066,0
Incineroar,35,10,15,15,2722,175,101.4,10.3,2.0,Fire,Dark,Dark,Dark,Fire,0.143,0
Incineroar,40,10,15,15,2931,182,122.02,10.69,2.08,Fire,Dark,Dark,Dark,Fire,0.198,0
Incineroar,45,10,15,15,3119,188,142.54,11.02,2.15,Fire,Dark,Dark,Dark,Fire,0.275,1
Incineroar,50,10,15,15,3314,194,165.8,11.36,2.22,Fire,Dark,Dark,Dark,Fire,0.341,1
Incineroar,30,15,10,10,2507,165,80.82,10.12,1.98,Fire,Dark,Dark,Dark,Fire,0.066,0
Incineroar,35,15,10,10,2716,172,98.75,10.53,2.05,Fire,Dark,Dark,Dark,Fire,0.143,0
Incineroar,40,15,10,10,2925,178,118.84,10.93,2.13,Fire,Dark,Dark,Dark,Fire,0.176,0
Incineroar,45,15,10,10,3113,184,138.86,11.28,2.19,Fire,Dark,Dark,Dark,Fire,0.264,1
Incineroar,50,15,10,10,3306,189,161.49,11.62,2.26,Fire,Dark,Dark,Dark,Fire,0.33,1
Incineroar,30,15,10,15,2535,169,82.6,10.12,1.98,Fire,Dark,Dark,Dark,Fire,0.066,0
Incineroar,35,15,10,15,2746,175,100.94,10.53,2.05,Fire,Dark,Dark,Dark,Fire,0.143,0
Incineroar,40,15,10,15,2957,182,121.47,10.93,2.13,Fire,Dark,Dark,Dark,Fire,0.187,0
Incineroar,45,15,10,15,3147,188,141.93,11.28,2.19,Fire,Dark,Dark,Dark,Fire,0.275,1
Incineroar,50,15,10,15,3343,194,165.06,11.62,2.26,Fire,Dark,Dark,Dark,Fire,0.341,1
Incineroar,30,15,15,10,2541,165,83.0,10.12,1.98,Fire,Dark,Dark,Dark,Fire,0.066,0
Incineroar,35,15,15,10,2752,172,101.42,10.53,2.05,Fire,Dark,Dark,Dark,Fire,0.143,0
Incineroar,40,15,15,10,2964,178,122.06,10.93,2.13,Fire,Dark,Dark,Dark,Fire,0.198,0
Incineroar,45,15,15,10,3154,184,142.62,11.28,2.19,Fire,Dark,Dark,Dark,Fire,0.275,1
Incineroar,50,15,15,10,3351,189,165.85,11.62,2.26,Fire,Dark,Dark,Dark,Fire,0.341,1
Incineroar,30,15,15,15,2569,169,84.84,10.12,1.98,Fire,Dark,Dark,Dark,Fire,0.088,0
Incineroar,35,15,15,15,2782,175,103.66,10.53,2.05,Fire,Dark,Dark,Dark,Fire,0.143,0
Incineroar,40,15,15,15,2996,182,124.76,10.93,2.13,Fire,Dark,Dark,Dark,Fire,0.209,0
Incineroar,45,15,15,15,3189,188,145.77,11.28,2.19,Fire,Dark,Dark,Dark,Fire,0.275,1
Incineroar,50,15,15,15,3388,194,169.52,11.62,2.26,Fire,Dark,Dark,Dark,Fire,0.352,1
Primarina,30,10,10,10,2623,146,71.76,8.35,1.76,Water,Fairy,Water,Fairy,Water,0.011,0
Primarina,35,10,10,10,2842,152,87.66,8.68,1.83,Water,Fairy,Water,Fairy,Water,0.044,0
Primarina,40,10,10,10,3060,158,105.44,9.01,1.9,Water,Fairy,Water,Fairy,Water,0.143,0
Primarina,45,10,10,10,3257,163,123.21,9.3,1.96,Water,Fairy,Water,Fairy,Water,0.297,1
Primarina,50,10,10,10,3460,168,143.37,9.59,2.02,Water,Fairy,Water,Fairy,Water,0.429,1
Primarina,30,10,10,15,2656,149,73.55,8.35,1.76,Water,Fairy,Water,Fairy,Water,0.011,0
Primarina,35,10,10,15,2877,156,89.85,8.68,1.83,Water,Fairy,Water,Fairy,Water,0.044,0
Primarina,40,10,10,15,3099,162,108.08,9.01,1.9,Water,Fairy,Water,Fairy,Water,0.176,0
Primarina,45,10,10,15,3298,167,126.29,9.3,1.96,Water,Fairy,Water,Fairy,Water,0.319,1
Primarina,50,10,10,15,3503,172,146.95,9.59,2.02,Water,Fairy,Water,Fairy,Water,0.462,1
Primarina,30,10,15,10,2655,146,73.51,8.35,1.76,Water,Fairy,Water,Fairy,Water,0.011,0
Primarina,35,10,15,10,2876,152,89.8,8.68,1.83,Water,Fairy,Water,Fairy,Water,0.044,0
Primarina,40,10,15,10,3098,158,108.01,9.01,1.9,Water,Fairy,Water,Fairy,Water,0.176,0
Primarina,45,10,15,10,3297,163,126.22,9.3,1.96,Water,Fairy,Water,Fairy,Water,0.319,1
Primarina,50,10,15,10,3502,168,146.86,9.59,2.02,Water,Fairy,Water,Fairy,Water,0.462,1
Primarina,30,10,15,15,2688,149,75.35,8.35,1.76,Water,Fairy,Water,Fairy,Water,0.011,0
Primarina,35,10,15,15,2912,156,92.04,8.68,1.83,Water,Fairy,Water,Fairy,Water,0.044,0
Primarina,40,10,15,15,3136,162,110.72,9.01,1.9,Water,Fairy,Water,Fairy,Water,0.198,0
Primarina,45,10,15,15,3338,167,129.37,9.3,1.96,Water,Fairy,Water,Fairy,Water,0.352,1
Primarina,50,10,15,15,3545,172,150.54,9.59,2.02,Water,Fairy,Water,Fairy,Water,0.527,1
Primarina,30,15,10,10,2678,146,73.22,8.52,1.79,Water,Fairy,Water,Fairy,Water,0.011,0
Primarina,35,15,10,10,2901,152,89.48,8.86,1.86,Water,Fairy,Water,Fairy,Water,0.044,0
Primarina,40,15,10,10,3124,158,107.6,9.2,1.94,Water,Fairy,Water,Fairy,Water,0.165,0
Primarina,45,15,10,10,3324,163,125.79,9.49,2.0,Water,Fairy,Water,Fairy,Water,0.308,1
